TopoDroid versions.
Release date, apk size and md5

Version		Date		Size		MD5					Notes
Alpha 6.0.68-29 2022-02-22	6174225		b1c3589f6d55fdcb406592b9643f0e2b
Alpha 6.0.67-29 2022-02-21	6174225		8737e3c68bb1efcf3b7938aa1eb974ea
Alpha 6.0.66-29 2022-02-21	6174225		8b734d33b0a767fbdb27056dd8d63ed8
Alpha 6.0.61-31	2022-02-10	6170129		f162e800b4577ffc54c876742b7c1bb9	target API-31 
Alpha 6.0.57-31	2022-02-09	6170129		0e746cb77357e8fed1e9df21d7b44dde	target API-31
Alpha 6.0.52	2022-01-02	6157770		c6f03335c31e6902b7751efa4c3b2f9d
Alpha 6.0.43	2022-01-23	6132866		95f67007fa1ae532e80c20e8f6d1008d
Alpha 6.0.42	2022-01-21	6132866		e89495d359fdf6c1b7d083e37d649478
Alpha 6.0.41	2022-01-21	6132866		1f7b4933190bb461a7281bead7c37038
Alpha 6.0.38	2022-01-20	6136962		b2db4569d14c213f9a47b7a5aef8c249
Alpha 6.0.37    2022-01-07	6128770		e54e601125b76a385b2183bc790755a4
Alpha 6.0.36	2022-01-03	6128770		6dc0e1ce6875650abab5f1c646d4c320
Alpha 6.0.35	2022-01-02	6128770		5975e655bfc1d91fce55ce00768e56e8
Alpha 6.0.34	2021-12-28	6128770		08734985f7b18b987a0c5c3410ca3473
Alpha 6.0.33	2021-12-28	6128770		496c082668e420d0f380ac07a35c9e4d
Alpha 6.0.32-gp 2021-12-21	6124530		b4fec2a6f93bb5fd6af445d6a9874148	target API-29
Alpha 6.0.31-gp 2021-12-21	6124530		2fef99a81f78064a38374c774abd5f0f	target API-29
Alpha 6.0.30-gp 2021-12-15	6095792		51a16a5d4ec3b3949e8fd76aea7db4b7
Alpha 6.0.11    2021-10-08	5603577		b1d70bce675b32afe9f198dbf036efb3        device and symbols in private folder
Alpha 6.0.10    2021-10-07	5609636		eee7f2e7bce2ea907c70d2c67a2cc3cf
Alpha 6.0.9	2021-10-06 	5608916		b24cbee9e74563713ea72c026e76777f
Alpha 6.0.8	2021-10-06	5610868		c27eb93a24f4e21bdb6feaa1ad19aa5f
Alpha 6.0.7	2021-10-01	5732690		51c621d5af7e35b429ea12363e277218	package name com.topodroid.DistoX
Alpha 6.0.6	2021-09-29	5762602		3f0edb74b9b15adca438d34eb4a61687
Alpha 6.0.1										package name com.topodroid.Cave3X
Alpha 6.0.0	2021-09-09	5760467		b4565239c0d46af5d4f1fcd48321691d
Alpha 5.1.96	2021-08-02	4345219		58882d05f9bc89a7b5b224f93480fc71
Alpha 5.1.94	2021-07-22	4342341		e688425ccd94c4eb4ea96afd63a0bc31
Alpha 5.1.93	2021-07-21	4342509		b8c61e32896233d8af16253e6edd5474
Alpha 5.1.90	2021-07-19	4342042		634b60b00ddeacb8878e7a05bc030edf
Alpha 5.1.87	2021-07-08	4348197		f571ad01b43e1530beb248a0bc4ac0c3
Alpha 5.1.83	2021-06-17	4344726		a4de0efa345d36dca45bc13831e12f7d
Alhpa 5.1.82	2021-06-10	4336663		4a94d2c661a246179633a398f201bef9
Beta  5.1.61    2021-05-25	4322221		3550e3cab8c83bc099e79f0b65d8ae43
Beta  5.1.60    2021-05-25	4322300		f20060d3ef61e3cfa227180f8193e3e7
Beta  5.1.59	2021-05-21	4320804		ec2aa43d36ef3abac71aeae490961f1a	
Beta  5.1.57	2021-05-12	4318209		a703e5090cb0ba0a3b9451d24c7b7a0f	DB version 44
5.1.40          2021-04-18	4308429		0082a12fccd72773d62f816dd7848d4e	Google Play version
5.1.39		2021-04-17	4308458		1ace698fc97e1edb02767033859d8b
5.1.35		2021-04-15	4300180		54b5bbb959ebac973816af7188809249
5.0.98+4 	2021   				ece9135ce12a04ad056c30e3b1c9f6ac
